SalePrice;YearBuilt;Size(sqf);Floor;N_FacilitiesNearBy(Hospital);N_FacilitiesNearBy(Mall);N_FacilitiesNearBy(ETC);N_SchoolNearBy(University);N_FacilitiesInApt
250176;2013;910;11;1;1 ;0 ;3 ;7
250176;2013;910;4;1;1 ;0 ;3 ;7
252814;2013;910;12;1;1 ;0 ;3 ;7
259026;2013;907;8;1;1 ;0 ;3 ;7
250176;2013;910;4;1;1 ;0 ;3 ;7
260707;2013;910;12;1;1 ;0 ;3 ;7
258079;2013;910;8;1;1 ;0 ;3 ;7
255442;2013;907;21;1;1 ;0 ;3 ;7
260707;2013;910;12;1;1 ;0 ;3 ;7
265557;2013;910;16;1;1 ;0 ;3 ;7
255442;2013;910;19;1;1 ;0 ;3 ;7
255840;2013;910;23;1;1 ;0 ;3 ;7
263345;2013;910;26;1;1 ;0 ;3 ;7
248884;2013;910;6;1;1 ;0 ;3 ;7
252814;2013;907;14;1;1 ;0 ;3 ;7
178318;2006;636;13;1;1 ;1 ;2 ;5
316814;2007;1483;23;1;1 ;0 ;1 ;5
318584;2007;1483;7;1;1 ;0 ;1 ;5
336283;2006;1743;11;1;1 ;0 ;2 ;5
215044;2006;818;8;1;1 ;0 ;2 ;5
241592;2006;914;25;1;1 ;0 ;2 ;5
293805;2006;1437;23;1;1 ;0 ;2 ;5
190707;2005;743;13;2;1 ;5 ;4 ;7
123893;1992;644;9;1;1 ;1 ;4 ;3
150442;1993;644;10;2;1 ;5 ;5 ;4
280530;2008;1167;7;1;1 ;0 ;2 ;8
150442;2005;743;1;2;1 ;5 ;4 ;7
172566;1993;914;16;2;1 ;5 ;5 ;4
169911;1992;1448;6;1;1 ;1 ;4 ;3
225663;2005;1184;3;2;1 ;5 ;4 ;7
156637;2005;572;13;2;1 ;5 ;4 ;7
134513;1992;1448;11;1;1 ;1 ;4 ;3
251327;2007;1366;21;2;2 ;0 ;2 ;4
172566;1993;914;12;2;1 ;5 ;5 ;4
115044;1992;644;2;1;1 ;1 ;4 ;3
207079;2005;914;22;2;1 ;5 ;4 ;7
292035;1993;1761;22;2;1 ;5 ;5 ;4
128318;1993;644;2;2;1 ;5 ;5 ;4
122123;1992;644;7;1;1 ;1 ;4 ;3
158407;2005;572;17;2;1 ;5 ;4 ;7
255752;2008;914;14;1;1 ;0 ;2 ;8
269911;2007;868;16;1;1 ;0 ;2 ;10
128318;1978;903;11;2;1 ;0 ;2 ;3
215929;1986;1377;4;1;0 ;1 ;1 ;4
194690;1986;1131;7;1;0 ;1 ;1 ;4
411504;2007;1928;17;1;1 ;0 ;2 ;10
176991;1986;1131;2;1;0 ;1 ;1 ;4
356778;2007;1643;32;1;1 ;0 ;2 ;10
268141;2007;868;20;1;1 ;0 ;2 ;10
238938;2007;868;13;1;1 ;0 ;2 ;10
168141;1986;914;7;1;0 ;1 ;1 ;4
86725;1997;558;15;1;1 ;1 ;3 ;5
205309;2009;910;5;1;0 ;2 ;1 ;5
194690;2009;910;14;1;0 ;2 ;1 ;5
185840;2009;910;9;1;0 ;2 ;1 ;5
212389;2009;1160;3;1;0 ;2 ;1 ;5
258079;2013;910;9;1;1 ;0 ;3 ;7
255442;2013;907;23;1;1 ;0 ;3 ;7
263345;2013;910;18;1;1 ;0 ;3 ;7
255442;2013;907;16;1;1 ;0 ;3 ;7
255442;2013;910;31;1;1 ;0 ;3 ;7
252814;2013;907;12;1;1 ;0 ;3 ;7
255442;2013;910;33;1;1 ;0 ;3 ;7
250176;2013;907;10;1;1 ;0 ;3 ;7
252814;2013;907;13;1;1 ;0 ;3 ;7
261592;2013;910;22;1;1 ;0 ;3 ;7
252814;2013;907;12;1;1 ;0 ;3 ;7
255442;2013;907;19;1;1 ;0 ;3 ;7
237008;2013;910;1;1;1 ;0 ;3 ;7
255442;2013;910;17;1;1 ;0 ;3 ;7
258079;2013;910;9;1;1 ;0 ;3 ;7
255442;2013;910;25;1;1 ;0 ;3 ;7
255442;2013;910;32;1;1 ;0 ;3 ;7
255442;2013;910;28;1;1 ;0 ;3 ;7
250176;2013;907;8;1;1 ;0 ;3 ;7
244911;2013;910;3;1;1 ;0 ;3 ;7
214159;2006;814;18;1;1 ;1 ;2 ;5
172566;2006;910;15;1;1 ;1 ;2 ;5
207522;2006;910;1;1;1 ;1 ;2 ;5
182300;2006;636;10;1;1 ;1 ;2 ;5
76106;1985;587;4;1;1 ;2 ;0 ;3
305309;2007;1483;8;1;1 ;0 ;1 ;5
281415;2006;1412;4;1;1 ;0 ;2 ;5
216814;2006;818;19;1;1 ;0 ;2 ;5
152212;1993;644;12;2;1 ;5 ;5 ;4
256637;2007;1103;24;2;2 ;0 ;2 ;4
219469;2005;914;20;2;1 ;5 ;4 ;7
158407;1993;914;1;2;1 ;5 ;5 ;4
203539;2005;914;3;2;1 ;5 ;4 ;7
203539;2007;914;12;2;2 ;0 ;2 ;4
149557;1992;914;10;1;1 ;1 ;4 ;3
265486;1993;2337;12;2;1 ;5 ;5 ;4
154867;1993;914;19;2;1 ;5 ;5 ;4
230088;2008;829;13;1;1 ;0 ;2 ;8
281415;2007;1419;7;2;2 ;0 ;2 ;4
265486;2007;1394;9;2;2 ;0 ;2 ;4
199115;2005;743;20;2;1 ;5 ;4 ;7
149557;1993;644;9;2;1 ;5 ;5 ;4
252212;2007;1103;5;2;2 ;0 ;2 ;4
168141;1993;914;10;2;1 ;5 ;5 ;4
157079;2005;572;21;2;1 ;5 ;4 ;7
252212;2008;914;19;1;1 ;0 ;2 ;8
250442;2007;868;24;1;1 ;0 ;2 ;10
238938;2007;868;14;1;1 ;0 ;2 ;10
343362;2007;1387;29;1;1 ;0 ;2 ;10
221238;2007;868;15;1;1 ;0 ;2 ;10
257522;2006;1192;9;1;1 ;2 ;1 ;4
269911;2007;868;22;1;1 ;0 ;2 ;10
127433;1978;903;7;2;1 ;0 ;2 ;3
208584;2006;903;6;1;1 ;2 ;1 ;4
194690;1986;1313;7;1;0 ;1 ;1 ;4
211504;2009;910;2;1;0 ;2 ;1 ;5
164601;2009;910;1;1;0 ;2 ;1 ;5
255442;2013;910;25;1;1 ;0 ;3 ;7
250176;2013;910;11;1;1 ;0 ;3 ;7
250176;2013;910;4;1;1 ;0 ;3 ;7
250176;2013;910;8;1;1 ;0 ;3 ;7
244911;2013;910;2;1;1 ;0 ;3 ;7
265486;2013;910;32;1;1 ;0 ;3 ;7
61946;1985;587;7;1;1 ;2 ;0 ;3
309734;2007;1483;15;1;1 ;0 ;1 ;5
300884;2006;1743;14;1;1 ;0 ;2 ;5
184070;1993;914;19;2;1 ;5 ;5 ;4
157522;2005;572;12;2;1 ;5 ;4 ;7
227433;2008;829;14;1;1 ;0 ;2 ;8
159292;1993;914;11;2;1 ;5 ;5 ;4
143362;1993;644;1;2;1 ;5 ;5 ;4
247787;2008;914;17;1;1 ;0 ;2 ;8
252212;2007;1103;26;2;2 ;0 ;2 ;4
223008;2008;829;10;1;1 ;0 ;2 ;8
54867;1992;355;9;1;1 ;5 ;5 ;3
212389;2005;914;4;2;1 ;5 ;4 ;7
183628;2005;743;6;2;1 ;5 ;4 ;7
243362;2007;1103;16;2;2 ;0 ;2 ;4
153097;1992;914;12;1;1 ;1 ;4 ;3
144247;1993;644;2;2;1 ;5 ;5 ;4
192920;2006;857;12;1;1 ;2 ;1 ;4
265486;2006;1192;13;1;1 ;2 ;1 ;4
265486;2007;868;23;1;1 ;0 ;2 ;10
212389;1986;1377;6;1;0 ;1 ;1 ;4
349115;2007;1643;25;1;1 ;0 ;2 ;10
119469;1978;779;11;2;1 ;0 ;2 ;3
212389;1986;1313;3;1;0 ;1 ;1 ;4
265486;2013;910;6;1;1 ;0 ;3 ;7
185840;2006;636;19;1;1 ;1 ;2 ;5
232743;2006;910;13;1;1 ;1 ;2 ;5
232743;2006;910;19;1;1 ;1 ;2 ;5
281415;2006;1149;26;1;1 ;0 ;2 ;5
300884;2006;1743;12;1;1 ;0 ;2 ;5
149115;1993;644;13;2;1 ;5 ;5 ;4
158407;2005;572;7;2;1 ;5 ;4 ;7
238053;2008;914;11;1;1 ;0 ;2 ;8
164601;1993;914;15;2;1 ;5 ;5 ;4
150442;1993;644;18;2;1 ;5 ;5 ;4
145132;1993;644;6;2;1 ;5 ;5 ;4
110619;1992;640;8;1;1 ;5 ;5 ;3
162831;2005;572;19;2;1 ;5 ;4 ;7
260176;2008;914;25;1;1 ;0 ;2 ;8
161061;2005;572;7;2;1 ;5 ;4 ;7
172566;1993;914;8;2;1 ;5 ;5 ;4
147787;1993;644;11;2;1 ;5 ;5 ;4
299115;2008;1167;10;1;1 ;0 ;2 ;8
106194;1992;644;4;1;1 ;5 ;5 ;3
154867;2005;572;5;2;1 ;5 ;4 ;7
149557;1993;644;4;2;1 ;5 ;5 ;4
119026;1992;576;4;1;1 ;5 ;5 ;3
181415;2005;743;16;2;1 ;5 ;4 ;7
243362;1993;1451;20;2;1 ;5 ;5 ;4
143362;1993;644;5;2;1 ;5 ;5 ;4
192920;1986;1131;3;1;0 ;1 ;1 ;4
207079;2006;903;11;1;1 ;2 ;1 ;4
310079;2007;1643;9;1;1 ;0 ;2 ;10
199115;2006;857;14;1;1 ;2 ;1 ;4
264601;2007;868;16;1;1 ;0 ;2 ;10
223451;2006;903;15;1;1 ;2 ;1 ;4
199115;2006;903;3;1;1 ;2 ;1 ;4
219469;2009;910;17;1;0 ;2 ;1 ;5
250000;2009;1160;4;1;0 ;2 ;1 ;5
223893;2009;914;19;1;0 ;2 ;1 ;5
223008;2006;910;6;1;1 ;1 ;2 ;5
86725;1985;587;6;1;1 ;2 ;0 ;3
94955;1985;676;6;1;1 ;2 ;0 ;3
291150;2007;1273;22;1;1 ;0 ;1 ;5
314159;2007;1483;15;1;1 ;0 ;1 ;5
367256;2006;2056;10;1;1 ;0 ;2 ;5
300884;2006;1743;11;1;1 ;0 ;2 ;5
247787;2006;914;23;1;1 ;0 ;2 ;5
276991;2006;1149;28;1;1 ;0 ;2 ;5
300884;2006;1412;16;1;1 ;0 ;2 ;5
314159;2006;1743;19;1;1 ;0 ;2 ;5
161504;2005;572;11;2;1 ;5 ;4 ;7
153982;2005;572;10;2;1 ;5 ;4 ;7
150442;2005;572;2;2;1 ;5 ;4 ;7
254867;2007;1103;7;2;2 ;0 ;2 ;4
145132;2005;572;7;2;1 ;5 ;4 ;7
245132;2005;1184;6;2;1 ;5 ;4 ;7
119469;1992;644;11;1;1 ;1 ;4 ;3
233185;2008;829;15;1;1 ;0 ;2 ;8
254867;2008;914;9;1;1 ;0 ;2 ;8
203539;2006;903;4;1;1 ;2 ;1 ;4
262831;2007;868;14;1;1 ;0 ;2 ;10
215044;1986;1377;4;1;0 ;1 ;1 ;4
338938;2007;1643;14;1;1 ;0 ;2 ;10
210619;2006;903;9;1;1 ;2 ;1 ;4
215044;1986;1313;7;1;0 ;1 ;1 ;4
265486;2006;1192;12;1;1 ;2 ;1 ;4
361061;2007;1387;32;1;1 ;0 ;2 ;10
230088;1986;1313;11;1;0 ;1 ;1 ;4
225663;2006;903;7;1;1 ;2 ;1 ;4
203539;1986;1131;4;1;0 ;1 ;1 ;4
97345;1997;558;10;1;1 ;1 ;3 ;5
243362;2009;1160;8;1;0 ;2 ;1 ;5
238938;2009;1160;6;1;0 ;2 ;1 ;5
277876;2013;910;18;1;1 ;0 ;3 ;7
225663;2006;910;7;1;1 ;1 ;2 ;5
93805;1985;587;7;1;1 ;2 ;0 ;3
314159;2007;1483;23;1;1 ;0 ;1 ;5
242477;2006;914;16;1;1 ;0 ;2 ;5
265486;2006;1412;2;1;1 ;0 ;2 ;5
349557;2006;2056;12;1;1 ;0 ;2 ;5
247787;2008;914;17;1;1 ;0 ;2 ;8
106194;1992;576;12;1;1 ;5 ;5 ;3
122123;1992;644;13;1;1 ;1 ;4 ;3
218584;2005;914;22;2;1 ;5 ;4 ;7
148672;1993;644;17;2;1 ;5 ;5 ;4
269911;1993;2337;14;2;1 ;5 ;5 ;4
116814;1992;644;7;1;1 ;5 ;5 ;3
243362;2008;829;18;1;1 ;0 ;2 ;8
194690;2005;743;7;2;1 ;5 ;4 ;7
157079;1993;644;9;2;1 ;5 ;5 ;4
230088;2005;914;23;2;1 ;5 ;4 ;7
263451;2007;1103;20;2;2 ;0 ;2 ;4
118584;1992;644;8;1;1 ;1 ;4 ;3
230088;2008;914;19;1;1 ;0 ;2 ;8
255752;2008;914;11;1;1 ;0 ;2 ;8
103539;1992;576;2;1;1 ;5 ;5 ;3
256637;2008;914;17;1;1 ;0 ;2 ;8
148672;1993;644;17;2;1 ;5 ;5 ;4
228761;2005;914;17;2;1 ;5 ;4 ;7
261061;1993;1761;15;2;1 ;5 ;5 ;4
172566;1993;914;12;2;1 ;5 ;5 ;4
259292;2008;914;23;1;1 ;0 ;2 ;8
157522;2005;572;1;2;1 ;5 ;4 ;7
179646;1993;914;16;2;1 ;5 ;5 ;4
229203;2007;914;25;2;2 ;0 ;2 ;4
159292;1993;914;1;2;1 ;5 ;5 ;4
172566;1993;914;13;2;1 ;5 ;5 ;4
230088;1993;1451;18;2;1 ;5 ;5 ;4
151769;1993;644;10;2;1 ;5 ;5 ;4
109734;1992;576;13;1;1 ;5 ;5 ;3
238053;2008;829;17;1;1 ;0 ;2 ;8
168141;1986;914;5;1;0 ;1 ;1 ;4
322814;2007;1643;23;1;1 ;0 ;2 ;10
203539;2006;857;7;1;1 ;2 ;1 ;4
351247;2007;1928;5;1;1 ;0 ;2 ;10
203539;2006;903;10;1;1 ;2 ;1 ;4
271681;2007;868;18;1;1 ;0 ;2 ;10
206194;2006;903;7;1;1 ;2 ;1 ;4
278761;2007;868;16;1;1 ;0 ;2 ;10
263716;2007;868;24;1;1 ;0 ;2 ;10
320469;2007;1643;22;1;1 ;0 ;2 ;10
322566;2007;1643;24;1;1 ;0 ;2 ;10
225663;2009;910;5;1;0 ;2 ;1 ;5
262831;2013;910;2;1;1 ;0 ;3 ;7
283185;2007;1444;8;1;1 ;0 ;1 ;5
83185;1986;547;2;1;1 ;1 ;2 ;3
332743;2006;1743;7;1;1 ;0 ;2 ;5
279646;2006;1149;13;1;1 ;0 ;2 ;5
281415;2006;1149;19;1;1 ;0 ;2 ;5
287610;2006;1149;28;1;1 ;0 ;2 ;5
300000;2006;1437;25;1;1 ;0 ;2 ;5
274336;2005;1184;15;2;1 ;5 ;4 ;7
143362;1993;644;12;2;1 ;5 ;5 ;4
99115;1992;576;12;1;1 ;5 ;5 ;3
250442;2008;914;15;1;1 ;0 ;2 ;8
116814;1992;576;11;1;1 ;5 ;5 ;3
153097;2005;572;1;2;1 ;5 ;4 ;7
228761;2007;1103;26;2;2 ;0 ;2 ;4
151327;2005;572;2;2;1 ;5 ;4 ;7
230088;2008;829;7;1;1 ;0 ;2 ;8
250442;2008;914;15;1;1 ;0 ;2 ;8
293238;2007;1643;4;1;1 ;0 ;2 ;10
220353;2006;903;9;1;1 ;2 ;1 ;4
280530;2007;868;18;1;1 ;0 ;2 ;10
206194;2006;903;3;1;1 ;2 ;1 ;4
169026;1986;914;12;1;0 ;1 ;1 ;4
230088;2006;903;8;1;1 ;2 ;1 ;4
285433;2007;1643;3;1;1 ;0 ;2 ;10
207964;1986;1131;10;1;0 ;1 ;1 ;4
139823;1978;903;2;2;1 ;0 ;2 ;3
228318;2007;868;2;1;1 ;0 ;2 ;10
207079;2006;903;3;1;1 ;2 ;1 ;4
353982;2007;1643;2;1;1 ;0 ;2 ;10
137610;1978;903;1;2;1 ;0 ;2 ;3
230088;2009;910;8;1;0 ;2 ;1 ;5
300884;2013;910;19;1;1 ;0 ;3 ;7
265486;2013;907;24;1;1 ;0 ;3 ;7
230088;2006;910;20;1;1 ;1 ;2 ;5
319469;2007;1483;24;1;1 ;0 ;1 ;5
353982;2007;1690;19;1;1 ;0 ;1 ;5
294690;2007;1334;5;1;1 ;0 ;1 ;5
156637;1986;910;15;1;1 ;1 ;2 ;3
307964;2006;1437;19;1;1 ;0 ;2 ;5
380530;2006;2056;25;1;1 ;0 ;2 ;5
284955;2006;1149;10;1;1 ;0 ;2 ;5
181415;1992;1448;2;1;1 ;1 ;4 ;3
265486;2007;1419;4;2;2 ;0 ;2 ;4
242477;1993;1451;14;2;1 ;5 ;5 ;4
194690;1993;914;3;2;1 ;5 ;5 ;4
256637;2008;914;11;1;1 ;0 ;2 ;8
232743;2005;914;21;2;1 ;5 ;4 ;7
238938;2008;914;17;1;1 ;0 ;2 ;8
234513;2007;1103;6;2;2 ;0 ;2 ;4
157964;1993;644;18;2;1 ;5 ;5 ;4
149557;1993;644;13;2;1 ;5 ;5 ;4
205309;2005;743;17;2;1 ;5 ;4 ;7
169469;2005;572;10;2;1 ;5 ;4 ;7
218584;1993;1451;25;2;1 ;5 ;5 ;4
146017;1993;644;20;2;1 ;5 ;5 ;4
292035;2008;1167;5;1;1 ;0 ;2 ;8
197345;2005;743;15;2;1 ;5 ;4 ;7
250442;2007;1103;18;2;2 ;0 ;2 ;4
278761;2007;1394;16;2;2 ;0 ;2 ;4
235840;2008;829;6;1;1 ;0 ;2 ;8
154867;2005;572;2;2;1 ;5 ;4 ;7
158407;1992;914;19;1;1 ;1 ;4 ;3
203539;2005;743;19;2;1 ;5 ;4 ;7
219469;1986;1131;6;1;0 ;1 ;1 ;4
214159;1986;1313;11;1;0 ;1 ;1 ;4
299026;2007;1643;7;1;1 ;0 ;2 ;10
256637;2007;868;7;1;1 ;0 ;2 ;10
334070;2007;1387;21;1;1 ;0 ;2 ;10
334070;2007;1643;4;1;1 ;0 ;2 ;10
181415;2006;903;2;1;1 ;2 ;1 ;4
234513;1986;1377;11;1;0 ;1 ;1 ;4
238938;1986;1377;4;1;0 ;1 ;1 ;4
278761;2007;868;26;1;1 ;0 ;2 ;10
176991;2006;903;1;1;1 ;2 ;1 ;4
209734;2006;903;11;1;1 ;2 ;1 ;4
225663;1986;1313;4;1;0 ;1 ;1 ;4
448672;2007;1643;43;1;1 ;0 ;2 ;10
256637;2007;868;6;1;1 ;0 ;2 ;10
228318;2009;910;4;1;0 ;2 ;1 ;5
283185;2013;910;11;1;1 ;0 ;3 ;7
203539;2006;636;19;1;1 ;1 ;2 ;5
287610;2006;1149;9;1;1 ;0 ;2 ;5
331858;2006;2056;3;1;1 ;0 ;2 ;5
294690;2006;1149;13;1;1 ;0 ;2 ;5
323893;2006;1412;18;1;1 ;0 ;2 ;5
295575;2006;1412;3;1;1 ;0 ;2 ;5
291150;2006;1149;26;1;1 ;0 ;2 ;5
320353;2006;1437;30;1;1 ;0 ;2 ;5
261061;2007;1103;18;2;2 ;0 ;2 ;4
131858;1992;644;18;1;1 ;1 ;4 ;3
106194;1992;640;12;1;1 ;5 ;5 ;3
252212;2008;914;23;1;1 ;0 ;2 ;8
111061;1992;576;9;1;1 ;5 ;5 ;3
236283;1993;1451;16;2;1 ;5 ;5 ;4
199115;2005;743;10;2;1 ;5 ;4 ;7
276991;2007;1394;11;2;2 ;0 ;2 ;4
285398;1993;2337;20;2;1 ;5 ;5 ;4
162389;2005;572;9;2;1 ;5 ;4 ;7
225663;2005;914;11;2;1 ;5 ;4 ;7
247787;2007;1103;10;2;2 ;0 ;2 ;4
116814;1992;640;10;1;1 ;5 ;5 ;3
176991;1993;914;9;2;1 ;5 ;5 ;4
130973;1992;644;5;1;1 ;1 ;4 ;3
221238;2005;1184;2;2;1 ;5 ;4 ;7
165486;2005;572;7;2;1 ;5 ;4 ;7
241592;1993;1761;20;2;1 ;5 ;5 ;4
207964;1986;1131;10;1;0 ;1 ;1 ;4
194690;1986;1131;2;1;0 ;1 ;1 ;4
185840;1986;1131;12;1;0 ;1 ;1 ;4
189380;1986;1131;1;1;0 ;1 ;1 ;4
238938;1986;1796;2;1;0 ;1 ;1 ;4
131858;1978;779;11;2;1 ;0 ;2 ;3
141592;1978;779;2;2;1 ;0 ;2 ;3
212389;2006;903;9;1;1 ;2 ;1 ;4
260176;2007;868;9;1;1 ;0 ;2 ;10
279646;2007;868;9;1;1 ;0 ;2 ;10
202654;2006;857;3;1;1 ;2 ;1 ;4
117699;1997;644;10;1;1 ;1 ;3 ;5
238938;2009;910;14;1;0 ;2 ;1 ;5
262831;2009;1160;13;1;0 ;2 ;1 ;5
221238;2006;814;14;1;1 ;1 ;2 ;5
240707;2006;910;12;1;1 ;1 ;2 ;5
200221;2006;636;14;1;1 ;1 ;2 ;5
276548;2007;1273;15;1;1 ;0 ;1 ;5
329203;2007;1690;6;1;1 ;0 ;1 ;5
313274;2007;1444;24;1;1 ;0 ;1 ;5
327433;2006;1743;6;1;1 ;0 ;2 ;5
332743;2006;1743;18;1;1 ;0 ;2 ;5
238053;2006;914;7;1;1 ;0 ;2 ;5
302654;2006;1412;31;1;1 ;0 ;2 ;5
253982;2006;914;12;1;1 ;0 ;2 ;5
324778;2006;1412;18;1;1 ;0 ;2 ;5
234513;2008;914;3;1;1 ;0 ;2 ;8
96017;2014;288;4;1;1 ;0 ;2 ;2
61946;1992;355;5;1;1 ;5 ;5 ;3
153982;2005;572;5;2;1 ;5 ;4 ;7
166371;1993;644;14;2;1 ;5 ;5 ;4
283185;2008;1167;17;1;1 ;0 ;2 ;8
261061;1993;1288;19;2;1 ;5 ;5 ;4
307964;2008;1167;20;1;1 ;0 ;2 ;8
254867;2008;914;12;1;1 ;0 ;2 ;8
260176;1993;1288;5;2;1 ;5 ;5 ;4
234513;1993;1451;25;2;1 ;5 ;5 ;4
134513;1992;644;6;1;1 ;1 ;4 ;3
271681;2008;914;24;1;1 ;0 ;2 ;8
205309;2005;743;21;2;1 ;5 ;4 ;7
237168;2007;914;16;2;2 ;0 ;2 ;4
199115;2005;743;12;2;1 ;5 ;4 ;7
318584;2007;1419;29;2;2 ;0 ;2 ;4
169026;2005;572;16;2;1 ;5 ;4 ;7
123893;1992;644;3;1;1 ;1 ;4 ;3
230088;2005;914;19;2;1 ;5 ;4 ;7
203539;2005;743;17;2;1 ;5 ;4 ;7
169911;2005;572;11;2;1 ;5 ;4 ;7
254867;2007;1103;17;2;2 ;0 ;2 ;4
216814;2006;903;13;1;1 ;2 ;1 ;4
285840;2007;868;16;1;1 ;0 ;2 ;10
210176;1986;1131;8;1;0 ;1 ;1 ;4
217256;2006;857;13;1;1 ;2 ;1 ;4
216814;1986;1131;8;1;0 ;1 ;1 ;4
211061;2006;903;14;1;1 ;2 ;1 ;4
244690;1986;1377;7;1;0 ;1 ;1 ;4
202212;2006;903;5;1;1 ;2 ;1 ;4
203539;2006;857;5;1;1 ;2 ;1 ;4
345132;2007;1387;26;1;1 ;0 ;2 ;10
217699;1986;1131;11;1;0 ;1 ;1 ;4
247787;1986;1796;11;1;0 ;1 ;1 ;4
212389;2006;903;13;1;1 ;2 ;1 ;4
104424;1997;558;3;1;1 ;1 ;3 ;5
112389;1997;558;6;1;1 ;1 ;3 ;5
230088;2009;910;12;1;0 ;2 ;1 ;5
283185;2013;907;7;1;1 ;0 ;3 ;7
281415;2013;907;5;1;1 ;0 ;3 ;7
283185;2013;907;9;1;1 ;0 ;3 ;7
219911;2006;811;3;1;1 ;1 ;2 ;5
226991;2006;910;7;1;1 ;1 ;2 ;5
243362;2006;910;4;1;1 ;1 ;2 ;5
223008;2006;814;18;1;1 ;1 ;2 ;5
61946;2014;156;14;1;0 ;1 ;1 ;1
61504;2014;156;12;1;0 ;1 ;1 ;1
318584;2007;1444;21;1;1 ;0 ;1 ;5
331858;2007;1629;17;1;1 ;0 ;1 ;5
212389;2006;818;2;1;1 ;0 ;2 ;5
362831;2006;2056;13;1;1 ;0 ;2 ;5
346902;2006;1437;26;1;1 ;0 ;2 ;5
207079;2005;743;14;2;1 ;5 ;4 ;7
243362;2005;914;22;2;1 ;5 ;4 ;7
146017;1993;644;4;2;1 ;5 ;5 ;4
234513;2005;914;18;2;1 ;5 ;4 ;7
181415;1993;914;25;2;1 ;5 ;5 ;4
187610;1993;914;15;2;1 ;5 ;5 ;4
261061;2008;914;13;1;1 ;0 ;2 ;8
261061;1993;1761;9;2;1 ;5 ;5 ;4
190265;1992;1448;4;1;1 ;1 ;4 ;3
130088;1992;644;5;1;1 ;1 ;4 ;3
206637;2005;743;21;2;1 ;5 ;4 ;7
207079;2005;743;12;2;1 ;5 ;4 ;7
246902;2005;914;13;2;1 ;5 ;4 ;7
141592;1993;644;7;2;1 ;5 ;5 ;4
159292;1993;644;21;2;1 ;5 ;5 ;4
227433;2008;829;2;1;1 ;0 ;2 ;8
194690;1993;914;12;2;1 ;5 ;5 ;4
146017;1993;644;15;2;1 ;5 ;5 ;4
236725;2008;829;12;1;1 ;0 ;2 ;8
203539;2005;743;6;2;1 ;5 ;4 ;7
134513;1992;644;9;1;1 ;1 ;4 ;3
157522;1993;644;14;2;1 ;5 ;5 ;4
265486;2007;1394;6;2;2 ;0 ;2 ;4
63716;1992;355;2;1;1 ;5 ;5 ;3
233628;2008;829;5;1;1 ;0 ;2 ;8
100000;1992;576;12;1;1 ;5 ;5 ;3
203539;2005;743;10;2;1 ;5 ;4 ;7
308849;2008;1167;7;1;1 ;0 ;2 ;8
193805;1993;914;20;2;1 ;5 ;5 ;4
256637;1993;1761;8;2;1 ;5 ;5 ;4
286283;2007;1394;24;2;2 ;0 ;2 ;4
340707;2007;1643;25;1;1 ;0 ;2 ;10
247787;1986;1377;10;1;0 ;1 ;1 ;4
338053;2007;1643;3;1;1 ;0 ;2 ;10
323389;2007;1643;15;1;1 ;0 ;2 ;10
223008;1986;1131;4;1;0 ;1 ;1 ;4
438053;2007;1928;33;1;1 ;0 ;2 ;10
229203;2006;903;7;1;1 ;2 ;1 ;4
225663;1986;1131;13;1;0 ;1 ;1 ;4
380530;2007;1519;8;1;1 ;0 ;2 ;10
269911;2007;868;21;1;1 ;0 ;2 ;10
206194;2006;857;2;1;1 ;2 ;1 ;4
349557;2007;1387;23;1;1 ;0 ;2 ;10
247787;1986;1377;3;1;0 ;1 ;1 ;4
299115;2007;868;24;1;1 ;0 ;2 ;10
185840;1986;914;3;1;0 ;1 ;1 ;4
353982;2007;1387;19;1;1 ;0 ;2 ;10
132743;1997;644;11;1;1 ;1 ;3 ;5
84955;1997;430;5;1;1 ;1 ;3 ;5
111504;1997;558;8;1;1 ;1 ;3 ;5
243362;2009;910;7;1;0 ;2 ;1 ;5
296460;2013;910;14;1;1 ;0 ;3 ;7
242920;2006;910;8;1;1 ;1 ;2 ;5
247345;2006;910;7;1;1 ;1 ;2 ;5
238938;2006;910;9;1;1 ;1 ;2 ;5
196902;2006;636;6;1;1 ;1 ;2 ;5
230088;2006;910;14;1;1 ;1 ;2 ;5
319469;2007;1629;7;1;1 ;0 ;1 ;5
84070;1986;508;3;1;1 ;1 ;2 ;3
336283;2006;1412;30;1;1 ;0 ;2 ;5
369911;2006;2056;25;1;1 ;0 ;2 ;5
187610;1993;914;14;2;1 ;5 ;5 ;4
96017;2014;288;5;1;1 ;0 ;2 ;2
161946;2005;572;8;2;1 ;5 ;4 ;7
96017;2014;288;4;1;1 ;0 ;2 ;2
138938;1992;644;11;1;1 ;1 ;4 ;3
92831;2014;270;13;1;1 ;0 ;2 ;2
98761;2014;288;13;1;1 ;0 ;2 ;2
323008;2007;1448;30;2;2 ;0 ;2 ;4
119469;1992;640;14;1;1 ;5 ;5 ;3
147787;1993;644;6;2;1 ;5 ;5 ;4
153982;1993;644;9;2;1 ;5 ;5 ;4
157522;1993;644;17;2;1 ;5 ;5 ;4
129646;1992;644;19;1;1 ;1 ;4 ;3
88318;2014;288;2;1;1 ;0 ;2 ;2
185840;1993;914;22;2;1 ;5 ;5 ;4
225663;2005;914;24;2;1 ;5 ;4 ;7
152212;1993;644;20;2;1 ;5 ;5 ;4
312389;2007;1394;24;2;2 ;0 ;2 ;4
